Item,Mean,Var,Alpha,Beta,Beta_Params,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
13897:70,0.5344444444444444,0.145758024691358,1.3270204873747131,0.6741076224193345,(1.3270204873747131  0.6741076224193345),[0.86000171 0.1275087 ],[0.07375939162043162  0.09020703911125424],[0.71  0.76  0.93  0.0  0.0  0.26  0.25  0.97  0.93],[0.         0.22222222 0.         0.         0.11111111 0.11111111 0.33333333],"and you have  to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home,  sick."
137591:36,0.49888888888888894,0.06976543209876541,1.543728224955014,0.6076430121605793,(1.543728224955014  0.6076430121605793),[0.69785241 0.29558846],[0.12301538909829096  0.11905434272166011],[0.54  0.03  0.53  0.84  0.9  0.35  0.68  0.28  0.34],[0.11111111 0.11111111 0.22222222 0.22222222 0.11111111 0.11111111 0.11111111],"they've won, like, i think  six or seven in a row now,"
65937:74,0.578888888888889,0.09718765432098765,0.36601523290044047,0.32984976618593154,(0.36601523290044047  0.32984976618593154),[0.24995631 0.84188208],[0.06244209960132106  0.08058277560370586],[0.86  0.75  0.39  0.21  0.93  0.68  0.25  0.15  0.99],[0.         0.33333333 0.11111111 0.         0.11111111 0.11111111 0.33333333],"why not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician ."
165010:22,0.5988888888888889,0.1016098765432099,0.446088833207744,0.2695770471450516,(0.446088833207744  0.2695770471450516),[0.16666666 0.81499997],[0.049108156814886006  0.0703302214677074],[0.17  0.78  0.72  0.08  0.25  0.77  0.89  1.0  0.73],[0.11111111 0.22222222 0.         0.         0.         0.44444444 0.22222222],"it's probably a japanese  or a burmese  company owning and hiring people in the u s."
152387:44,0.4784210526315789,0.13108698060941829,0.47423260876970036,0.5548093183195547,(0.47423260876970036  0.5548093183195547),[0.67840267 0.0901754 ],[0.19953473374134884  0.03616379892523899],[0.55  0.97  1.0  0.07  0.13  0.29  0.66  0.18  0.4  0.01  0.06  0.38  1.0  0.67  0.55  0.97  1.0  0.07  0.13],[0.31578947 0.05263158 0.15789474 0.10526316 0.10526316 0. 0.26315789],"i think you would be more willing  to either help that person or help it get accomplished , you know."
139466:13,0.6611111111111111,0.10845432098765431,0.28488234290142783,0.10576976204236237,(0.28488234290142783  0.10576976204236237),[0.82999999 0.07      ],[0.07290256810107756  0.028293108727923753],[0.9  0.79  0.11  0.03  0.83  0.96  0.84  0.61  0.88],[0.22222222 0.         0.         0.         0.11111111 0.33333333 0.33333333],"you pour bouillon or chicken broth over it."
155785:58,0.508888888888889,0.06672098765432098,0.34591075051904796,0.22210411312128392,(0.34591075051904796  0.22210411312128392),[0.6833333 0.16     ],[0.06578971647599703  0.011568637396776152],[0.66  0.73  0.53  0.72  0.83  0.63  0.16  0.18  0.14],[0.11111111 0.22222222 0.         0.11111111 0.22222222 0.33333333 0.        ],"and we seem  to be able  to get along with the president turnover ever eight years or four years."
84591:56,0.12444444444444443,0.017758024691358024,0.24238121509172747,0.44006051178283506,(0.24238121509172747  0.44006051178283506),[0.01593392 0.25862094],[0.011495343717999769  0.05843329342764013],[0.36  0.31  0.04  0.22  0.0  0.0  0.15  0.01  0.03],[0.33333333 0.22222222 0.22222222 0.         0.         0. 0.        ],"and this thing  came on where these, a group of like five or six guys went and filmed themselves beating up people in the street and, and robbing them ."
84000:35,0.5033333333333334,0.10988888888888887,0.6700393084306913,0.5996882826624571,(0.6700393084306913  0.5996882826624571),[0.15947089 0.75257309],[0.09498559087635737  0.1196598719070353],[0.38  0.19  0.01  0.56  0.98  0.1  0.64  0.85  0.82],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222 0.11111111],"it almost costs so much  to fix anything or do anything with it, you're just better off  buying another car."
160767:43,0.40105263157894744,0.08484099722991689,0.9463833031972637,0.5970513894035424,(0.9463833031972637  0.5970513894035424),[0.13066279 0.63286034],[0.065407317943071  0.13005618152994736],[0.63  0.53  0.28  0.93  0.12  0.71  0.35  0.09  0.06  0.08  0.53  0.15  0.0  0.67  0.63  0.53  0.28  0.93  0.12],[0.26315789 0.15789474 0.05263158 0.15789474 0.21052632 0. 0.10526316],"so much of it, is now just going  to service debt or you know, is going in, into, into programs that, you know,"
46087:36,0.5111111111111112,0.10232098765432097,0.42873398155576536,0.4951957708369566,(0.42873398155576536  0.4951957708369566),[0.25294935 0.82863324],[0.10172963254709093  0.09980477777279957],[0.22  0.95  0.48  0.79  0.12  0.64  0.96  0.33  0.11],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222],"and then i'll, uh, normally check out the eagles or the patriots."
52016:33,0.4988888888888888,0.13876543209876543,1.3277934931229187,0.6938830497846762,(1.3277934931229187  0.6938830497846762),[0.80887913 0.10983086],[0.10693306913788934  0.07827675665938377],[0.3  0.86  0.05  0.81  0.88  0.53  0.03  0.97  0.06],[0.33333333 0.         0.11111111 0.11111111 0.         0.11111111 0.33333333],"i haven't been to a movie theater in probably eight or nine months,"
23676:18,0.35,0.11209473684210526,0.27359946146056385,0.36344773899471206,(0.27359946146056385  0.36344773899471206),[0.72593427 0.07629277],[0.0913665726114872  0.043256571495323276],[0.62  0.72  0.05  0.07  0.1  0.98  0.57  0.02  0.23  0.02  0.13  0.87  0.0  0.71  0.62  0.72  0.05  0.07  0.1],[0.47368421 0.05263158 0.         0.05263158 0.15789474 0.10526316 0.10526316],"you serve that yourself, or the, for a family."
63674:32,0.35,0.09720000000000001,0.3555984279371077,0.4526031214935749,(0.3555984279371077  0.4526031214935749),[0.60982263 0.0249858 ],[0.10576260093923182  0.019047193411121346],[0.53  0.39  0.01  0.67  0.84  0.02  0.62  0.0  0.07],[0.33333333 0.         0.11111111 0.11111111 0.22222222 0.11111111 0.        ],"you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,"
95254:54,0.4755555555555555,0.11551358024691358,0.3614243144567406,0.2885569224591412,(0.3614243144567406  0.2885569224591412),[0.11752546 0.76195921],[0.0931255726848959  0.06883558064843635],[0.8  0.08  0.66  0.92  0.0  0.05  0.66  0.34  0.77],[0.22222222 0.         0.11111111 0.         0.22222222 0.22222222 0.11111111],"and i couldn't just, you know, wait for eight, three or four months and then bring them back to her"
76810:84,0.5611111111111112,0.14485432098765433,1.167391256104084,0.8631639757698963,(1.167391256104084  0.8631639757698963),[0.89000004 0.15000022],[0.06213290113644974  0.07762449443874804],[0.89  0.3  0.87  0.19  1.0  0.74  0.11  0.0  0.95],[0.11111111 0.11111111 0.11111111 0.         0.         0.11111111 0.44444444],"and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts are being used  at all."
19130:45,0.2777777777777778,0.02759506172839506,1.0053709028763174,0.7068854600411179,(1.0053709028763174  0.7068854600411179),[0.1717577  0.48888461],[0.04711433236150761  0.05812760493418723],[0.46  0.06  0.41  0.22  0.11  0.25  0.18  0.21  0.6],[0.22222222 0.44444444 0.11111111 0.11111111 0.11111111 0. 0.        ],"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom, it doesn't look as though, you know, everybody's following the same pattern."
138291:77,0.4266666666666667,0.09513333333333333,0.7827305326843605,0.8868952383416095,(0.7827305326843605  0.8868952383416095),[0.08550249 0.56648519],[0.02873012081864971  0.1819287859963086],[0.41  0.6  0.54  0.15  0.26  0.06  0.76  1.0  0.06],[0.22222222 0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth"
19844:87,0.4566666666666666,0.15835555555555555,1.2645898933312623,0.7907619208833265,(1.2645898933312623  0.7907619208833265),[0.87397767 0.12178342],[0.1068982325193878  0.08716898791785804],[0.13  1.0  0.1  0.95  0.03  0.93  0.0  0.35  0.62],[0.33333333 0.         0.11111111 0.         0.11111111 0. 0.33333333],"well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books ."
75445:52,0.4555555555555555,0.07360246913580247,0.35007679849264123,0.42180130203417976,(0.35007679849264123  0.42180130203417976),[0.17246191 0.68177329],[0.03404851897755558  0.0876109084678811],[0.55  0.53  0.19  0.85  0.11  0.15  0.24  0.76  0.72],[0.11111111 0.33333333 0.         0.22222222 0.         0.33333333 0.        ],"these days they have these tiny little things that  are only about the size of two or three pencils."
113176:393,0.7488888888888889,0.08652098765432098,1.2758558972045835,0.31278083002128,(1.2758558972045835  0.31278083002128),[0.3369061  0.87508129],[0.2157163359455284  0.09111415477760429],[0.03  1.0  0.69  0.54  0.89  0.89  0.73  0.99  0.98],[0.11111111 0.         0.         0.11111111 0.11111111 0.11111111 0.55555556],"uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let's take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not."
62433:170,0.3111111111111111,0.10267654320987653,0.10730735960935306,0.32281586463448464,(0.10730735960935306  0.32281586463448464),[0.88999999 0.14571428],[0.04243230070419407  0.06277990257928594],[0.05  0.13  0.83  0.25  0.08  0.29  0.05  0.17  0.95],[0.44444444 0.22222222 0.11111111 0.         0.         0.11111111 0.11111111],"and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required  to do some kind of community service type work, and help people in that area or people in the united states ."
155153:30,0.4,0.06577777777777777,0.3134434388262169,0.6295021991603331,(0.3134434388262169  0.6295021991603331),[0.72585914 0.23516997],[0.10427942747572065  0.059876718689804764],[0.53  0.82  0.36  0.84  0.09  0.2  0.28  0.27  0.21],[0.11111111 0.44444444 0.11111111 0.11111111 0.         0.22222222 0.        ],"uh, well i think, either my wife or i would like  to pursue advanced degrees at some point"
126348:129,0.8211111111111111,0.03054320987654321,1.9984044827164893,0.5435636543778821,(1.9984044827164893  0.5435636543778821),[0.87249981 0.41      ],[0.0727833526671303  0.0007071067811865475],[0.84  0.41  0.71  0.83  0.74  1.0  0.94  0.99  0.93],[0.         0.         0.11111111 0.         0.11111111 0.33333333 0.44444444],"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not."
14162:28,0.4255555555555555,0.16538024691358025,1.3464489904050794,0.7517076588206243,(1.3464489904050794  0.7517076588206243),[0.07599728 0.86248956],[0.07065627514756256  0.08937463664003768],[0.0  0.96  0.83  0.27  0.67  0.07  0.99  0.01  0.03],[0.33333333 0.11111111 0.         0.         0.11111111 0.11111111 0.22222222],"radio seems  to have a full platter or full plate of different things that they need  to get  done."
39760:67,0.29444444444444445,0.11120246913580245,0.15427322960004825,0.2898495342989106,(0.15427322960004825  0.2898495342989106),[0.06993815 0.74293535],[0.05564847650104047  0.09784238050989172],[0.08  0.86  0.03  0.08  0.23  0.55  0.0  0.82  0.0],[0.33333333 0.11111111 0.         0.11111111 0.         0.11111111 0.11111111],"and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe ,"
71894:104,0.4677777777777778,0.10743950617283951,0.2954640944937166,0.28986294647730615,(0.2954640944937166  0.28986294647730615),[0.80327064 0.2038026 ],[0.0582967860244065  0.11913213320804283],[0.8  0.88  0.22  0.86  0.06  0.5  0.05  0.17  0.67],[0.22222222 0.22222222 0.         0.11111111 0.11111111 0.11111111 0.22222222],"but i feel guilty for  not going, because i really i'm, i'm so used to  going for, you know, three or four years now."
127555:91,0.48888888888888893,0.07247654320987655,0.4924436774663613,0.34929490163776067,(0.4924436774663613  0.34929490163776067),[0.71230795 0.21152424],[0.057339381824213505  0.08772718196577577],[0.11  0.73  0.59  0.38  0.27  0.79  0.08  0.65  0.8],[0.22222222 0.11111111 0.11111111 0.         0.22222222 0.33333333 0.        ],"and no matter what the weather is  they can walk at a pretty good clip and, and not have  to worry about the weather summer or winter."
111864:66,0.2833333333333333,0.0819111111111111,0.2881554117113775,0.4406260155584918,(0.2881554117113775  0.4406260155584918),[0.0966272  0.65533614],[0.08080674499809704  0.07502117700746859],[0.73  0.16  0.31  0.0  0.0  0.0  0.51  0.73  0.11],[0.11111111 0.11111111 0.11111111 0.11111111 0.         0.22222222 0.        ],"so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens,"
24609:54,0.15777777777777777,0.0172395061728395,0.6769275272094892,8.22274705750447,(0.6769275272094892  8.22274705750447),[0.11875009 0.47      ],[0.053324328493921436  0.0007071067811865475],[0.12  0.47  0.23  0.14  0.03  0.07  0.16  0.2  0.0],[0.44444444 0.33333333 0.         0.11111111 0.         0. 0.        ],"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery that  might endanger someone."
54952:27,0.841111111111111,0.057476543209876545,0.5391979553792632,0.09475352740082676,(0.5391979553792632  0.09475352740082676),[0.92       0.20999999],[0.06576853933242235  0.0007071067811865475],[0.89  0.7  1.0  0.97  0.98  0.21  0.95  0.99  0.88],[0.         0.11111111 0.         0.         0.11111111 0. 0.77777778],"is that the one set in the fifties, or sixties."
22715:55,0.6499999999999999,0.10306666666666667,1.2502528974824751,0.643036315911111,(1.2502528974824751  0.643036315911111),[0.92400084 0.30751943],[0.02779389055444274  0.0970322325648269],[0.31  0.53  0.21  0.89  0.92  0.88  0.18  0.94  0.99],[0.         0.22222222 0.11111111 0.11111111 0.         0. 0.55555556],"i've, i've caught them from, you know, three or four inches long up to, uh,"
104342:42,0.4566666666666667,0.08728888888888889,0.3802917774765066,0.5110117245079395,(0.3802917774765066  0.5110117245079395),[0.84333424 0.26335596],[0.018572833860322588  0.09609553103862768],[0.82  0.05  0.49  0.29  0.34  0.88  0.83  0.19  0.22  0.82  0.05  0.49  0.29  0.34  0.88  0.83  0.19  0.22],[0.11111111 0.22222222 0.22222222 0.11111111 0.         0.22222222 0.11111111],"and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were ."
122789:26,0.5933333333333333,0.10875555555555555,1.4934249982719927,0.6649217828281193,(1.4934249982719927  0.6649217828281193),[0.23500002 0.88000001],[0.07722049646704128  0.025700186433007016],[0.11  0.4  0.26  0.88  0.95  0.85  0.17  0.86  0.86],[0.11111111 0.22222222 0.11111111 0.         0.         0.11111111 0.44444444],"uh, i was down at about four or five quite awhile ago."
137870:64,0.525263157894737,0.11677229916897507,0.6375817816451801,0.5390617380081405,(0.6375817816451801  0.5390617380081405),[0.87850481 0.29612979],[0.06559232057334467  0.16354858343590667],[0.47  0.07  0.09  0.88  0.74  0.43  0.51  0.01  0.2  0.82  0.95  0.97  1.0  0.59  0.47  0.07  0.09  0.88  0.74],[0.26315789 0.05263158 0.         0.21052632 0.05263158 0.15789474 0.26315789],"so the only thing i had  to decide on  was whether i wanted a c d  or not in the stereo system."
50514:57,0.48000000000000004,0.08968888888888887,0.7714056100637061,0.8210628626258427,(0.7714056100637061  0.8210628626258427),[0.80160734 0.26828907],[0.08089692190114474  0.11663282663232737],[0.42  0.93  0.23  0.18  0.35  0.76  0.02  0.84  0.59],[0.11111111 0.22222222 0.22222222 0.         0.11111111 0.22222222 0.11111111],"we're, we're going  to become dependent on these other folks sooner or later."
132601:54,0.3711111111111111,0.06916543209876543,0.49389776440964417,0.47280232636215996,(0.49389776440964417  0.47280232636215996),[0.16208212 0.63876174],[0.09813994722272228  0.052353021253418085],[0.74  0.64  0.28  0.03  0.35  0.64  0.11  0.02  0.53  0.74  0.64  0.28  0.03  0.35  0.64  0.11  0.02  0.53],[0.33333333 0.11111111 0.11111111 0.11111111 0.22222222 0.11111111 0.        ],"well, it, it's just like having taxes on , or exemptions for  kids, you know."
170074:84,0.68,0.08526666666666666,0.9237440213092007,0.5232634416484948,(0.9237440213092007  0.5232634416484948),[0.91206156 0.41588526],[0.06954606862475768  0.14187301742118397],[0.79  1.0  0.48  0.8  0.33  0.96  0.62  1.0  0.14],[0.11111111 0.         0.11111111 0.11111111 0.11111111 0.22222222 0.33333333],"and it, that i, i don't know if i ever went as far as three months  or not i-, i-, in  keeping that kind of data."
143478:98,0.5333333333333334,0.09333333333333332,1.075556609266254,0.5402250439147858,(1.075556609266254  0.5402250439147858),[0.92336606 0.34553568],[0.06937637490057282  0.11208024027946453],[0.28  0.56  0.09  0.99  0.35  0.48  0.28  0.99  0.78],[0.11111111 0.22222222 0.11111111 0.22222222 0.         0.11111111 0.22222222],"when we moved from louisiana to denver , it  was astounding, you know, to find that prices were, oh, i guess almost two or three times as high as we'd expected."
164042:75,0.5599999999999999,0.05764444444444445,1.7636606170354243,0.7125810277604276,(1.7636606170354243  0.7125810277604276),[0.8400592  0.48736081],[0.0071062261796432285  0.15321728323867517],[0.51  0.69  0.37  0.83  0.59  0.61  0.01  0.58  0.85],[0.11111111 0.         0.11111111 0.11111111 0.44444444 0.22222222 0.        ],"and, uh, you know, v eights seem  to be a return to the days of, you know, ten or twelve miles a gallon."
52509:46,0.3222222222222222,0.10195061728395062,0.30572455131435494,0.6141856963235417,(0.30572455131435494  0.6141856963235417),[0.86500001 0.16714376],[0.0036055479691924097  0.10688914992186466],[0.35  0.08  0.41  0.87  0.86  0.22  0.01  0.0  0.1],[0.33333333 0.11111111 0.22222222 0.         0.         0. 0.22222222],"like the alcoholic that  charges up all the bills on the credit card, or the shopaholic, you know you get your life right with god."
1786:119,0.4633333333333333,0.16057777777777776,1.3212130439057037,0.6885606530361095,(1.3212130439057037  0.6885606530361095),[0.12594461 0.88461417],[0.0696646064189883  0.1211464465255166],[0.05  0.98  0.22  0.59  0.04  0.05  0.27  1.0  0.97],[0.33333333 0.22222222 0.         0.         0.11111111 0. 0.33333333],"i think it's kind of absurd, you know, the fact that, you know, they don't really, they don't really give, you know, the original artist, or the original composer, the credit that  is really due to them."
127492:21,0.48666666666666664,0.11653333333333335,0.5592231304815325,0.5503499526847828,(0.5592231304815325  0.5503499526847828),[0.69262133 0.0699545 ],[0.1504358503048609  0.02518373398997089],[0.94  0.93  0.55  0.1  0.09  0.02  0.52  0.82  0.41],[0.33333333 0.         0.11111111 0.22222222 0.         0.11111111 0.22222222],"do you do it at home or a club."
170957:97,0.3411111111111111,0.10749876543209876,0.14114830063988842,0.27308857183931146,(0.14114830063988842  0.27308857183931146),[0.11666666 0.79      ],[0.05578181505412309  0.06245400795109698],[0.06  0.76  0.12  0.91  0.7  0.17  0.03  0.26  0.06],[0.44444444 0.22222222 0.         0.         0.11111111 0.11111111 0.11111111],"i think my wife is much better  than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not."
18787:67,0.2733333333333333,0.0694,0.4207269887851623,0.5516869056689275,(0.4207269887851623  0.5516869056689275),[0.61523245 0.10158651],[0.09747604858891779  0.05701044209435533],[0.17  0.64  0.0  0.0  0.44  0.2  0.08  0.16  0.77],[0.11111111 0.33333333 0.         0.11111111 0.11111111 0.11111111 0.        ],"i don't know if it's, the, if they've done it citywide yet  or not where they have the color coded, uh, bags and, uh, bins ."
737:58:00,0.4588888888888889,0.11905432098765432,1.2089637200509282,0.7269889607651081,(1.2089637200509282  0.7269889607651081),[0.75599988 0.08749996],[0.0677682265587446  0.06371713944192284],[0.79  0.23  0.77  0.1  0.91  0.64  0.01  0.67  0.01],[0.33333333 0.11111111 0.         0.         0.22222222 0.22222222 0.11111111],"they've got, uh, they've got a couple of kids, ten or twelve years old,"
152408:21,0.5655555555555556,0.15586913580246914,1.5035507103907566,0.6014622654552988,(1.5035507103907566  0.6014622654552988),[0.91       0.13500001],[0.03742326021617919  0.08223747485868714],[0.14  0.07  0.94  0.32  0.9  0.91  0.98  0.01  0.82],[0.33333333 0.         0.11111111 0.         0.         0.11111111 0.44444444],"are you talking about with criminal or civil suits."
75061:22,0.7833333333333334,0.06844444444444445,1.0460541557588003,0.20236097070944775,(1.0460541557588003  0.20236097070944775),[0.8675 0.11  ],[0.08137797807830154  0.0007071067811865475],[0.94  0.81  0.68  0.89  0.91  0.71  1.0  1.0  0.11],[0.11111111 0.         0.         0.         0.22222222 0.11111111 0.55555556],"and now it's running ten or fifteen minutes fast again."
120851:76,0.7255555555555556,0.0423358024691358,1.3293644376997098,0.5634031871384475,(1.3293644376997098  0.5634031871384475),[0.88055386 0.56507445],[0.036645307120985744  0.1279881852101698],[0.29  0.64  0.7  0.89  0.97  0.5  0.83  0.83  0.88],[0.         0.         0.11111111 0.11111111 0.22222222 0.22222222 0.33333333],"well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader, whatever"
25522:55,0.6411111111111111,0.13534320987654322,0.3652907750639952,0.2278266102545491,(0.3652907750639952  0.2278266102545491),[0.15348983 0.88502044],[0.08133417881315672  0.09486475514718762],[0.98  0.82  0.02  0.9  0.3  0.62  0.99  0.14  1.0],[0.22222222 0.         0.11111111 0.         0.11111111 0.11111111 0.44444444],"i guess, the first time i played golf  has been probably about eight or ten years ago now, when i was in college ."
163335:87,0.29888888888888887,0.08978765432098763,0.6079198953151422,1.9661977554732777,(0.6079198953151422  1.9661977554732777),[0.21750552 0.94999999],[0.14387230724259442  0.0007071067811865475],[0.57  0.0  0.2  0.49  0.03  0.26  0.95  0.0  0.19],[0.11111111 0.33333333 0.         0.22222222 0.         0. 0.11111111],"uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,"
29727:27,0.6777777777777777,0.11432839506172837,0.22081638191715178,0.11520496088401108,(0.22081638191715178  0.11520496088401108),[0.91       0.21333334],[0.05323376232825585  0.0635998862895979],[0.32  0.1  0.76  0.87  0.98  0.22  0.95  0.96  0.94],[0.11111111 0.11111111 0.11111111 0.         0.         0.11111111 0.55555556],"and it usually takes long stitches over two or three openings in the cloth."
151896:22,0.6244444444444444,0.15911358024691358,0.19616701047980303,0.1133430588142686,(0.19616701047980303  0.1133430588142686),[0.07666667 0.89833333],[0.03528376936400201  0.07868149989084258],[0.7  0.99  0.13  1.0  0.09  0.01  0.99  0.81  0.9],[0.33333333 0.         0.         0.         0.11111111 0.11111111 0.44444444],"so we go  backpacking fifteen or twenty miles,"
143849:35,0.35555555555555557,0.12082469135802468,0.31217836276014266,0.5626765729945837,(0.31217836276014266  0.5626765729945837),[0.07687716 0.68938765],[0.04502155611283604  0.1676787933032094],[0.46  0.02  0.85  0.02  0.17  0.04  0.99  0.14  0.51],[0.44444444 0.11111111 0.         0.22222222 0.         0.11111111 0.11111111],"but i still don't know if sears will take visa or mastercard."
119921:34,0.37222222222222223,0.08517283950617284,0.5419232845493251,0.5340183222601492,(0.5419232845493251  0.5340183222601492),[0.13837872 0.64960964],[0.06619009594786875  0.13039358762338926],[0.24  0.17  0.03  0.48  0.03  0.53  0.73  0.91  0.23],[0.22222222 0.33333333 0.         0.22222222 0.         0.11111111 0.11111111],"i don't know if they're making them better or not,"
160448:28,0.17333333333333334,0.025244444444444444,0.4114592386826822,0.5309710743959841,(0.4114592386826822  0.5309710743959841),[0.06832327 0.38321146],[0.03352865383928036  0.050598484467574915],[0.11  0.11  0.02  0.05  0.0  0.12  0.31  0.48  0.36],[0.55555556 0.         0.22222222 0.11111111 0.         0. 0.        ],"i just catch the major ones off the news or if someone starts  to talk about it."
110197:24,0.5112500000000001,0.1123484375,0.693024736799374,0.7063745315365567,(0.693024736799374  0.7063745315365567),[0.90249843 0.28373213],[0.06862741985087477  0.1253488355063136],[0.4  0.9  0.98  0.32  0.06  0.75  0.49  0.99  0.12  0.32  0.99  0.79  0.55  0.0  0.29  0.23],[0.125  0.0625 0.25   0.125  0.     0.125  0.25  ],"and that's just like a mile or two from our house."
92409:51,0.37999999999999995,0.11937777777777775,0.18123111425752905,0.28465698879604123,(0.18123111425752905  0.28465698879604123),[0.85333333 0.14333333],[0.04485098347917469  0.06716852633978636],[0.19  0.24  0.16  0.79  0.94  0.24  0.02  0.01  0.83],[0.22222222 0.44444444 0.         0.         0.         0.22222222 0.11111111],"i would, i would spend all my time  in london, or most of my time,"
169577:50,0.6744444444444445,0.07858024691358025,0.7899281664078412,0.4092633643035273,(0.7899281664078412  0.4092633643035273),[0.8524642  0.32069726],[0.0711164651011075  0.11515394258532947],[0.14  0.76  0.29  0.52  0.74  0.98  0.94  0.93  0.77],[0.11111111 0.         0.11111111 0.11111111 0.         0.33333333 0.33333333],"i think in like, uh, lesser cases it's like ten out of twelve or five out of six, whatever. how ever many  is on, sitting on a jury."
37457:58,0.4855555555555556,0.09613580246913582,0.31908205190946953,0.214039092394749,(0.31908205190946953  0.214039092394749),[0.74801132 0.157631  ],[0.035047970723766406  0.09895676506746881],[0.06  0.81  0.21  0.0  0.78  0.77  0.68  0.7  0.36],[0.11111111 0.11111111 0.11111111 0.         0.22222222 0.33333333 0.        ],"they don't have the offense to, uh, to get out, or to have the, the more runs ,"
18012:53,0.3277777777777777,0.12070617283950615,0.24806439269086716,0.44656020636210403,(0.24806439269086716  0.44656020636210403),[0.16442061 0.90001848],[0.13142136166947993  0.02829309978716324],[0.07  0.94  0.86  0.48  0.43  0.05  0.01  0.03  0.08],[0.55555556 0.         0.         0.22222222 0.         0. 0.22222222],"i don-, i don't know if i get e s p n or not."
30178:66,0.7150000000000001,0.08709999999999998,1.0127036213907497,0.46137271793550616,(1.0127036213907497  0.46137271793550616),[0.9817673  0.56784842],[0.010273241987800585  0.19251176719701094],[0.39  0.91  0.96  0.24  0.05  0.98  0.65  0.97  0.87  0.73  1.0  0.76  0.41  0.98  0.54  1.0],[0.0625 0.0625 0.125  0.0625 0.0625 0.125  0.5   ],"and whe-, when i finally got over there , it had fallen, uh, two or three francs to the dollar."
157037:38,0.6055555555555555,0.08895802469135801,0.6458460796956613,0.3808783169447038,(0.6458460796956613  0.3808783169447038),[0.80152629 0.21325927],[0.0788691810555603  0.07536328093485006],[0.11  0.17  0.67  0.36  0.7  0.94  0.95  0.82  0.73],[0.11111111 0.11111111 0.11111111 0.         0.22222222 0.22222222 0.22222222],"and why, does it just turn out  to be genetic or biochemical in origin ."
31488:53,0.4077777777777778,0.12588395061728394,0.2941065150057599,0.48619996744969185,(0.2941065150057599  0.48619996744969185),[0.17338043 0.87657578],[0.08452030063231074  0.09855237081536738],[0.68  0.32  0.98  0.11  0.97  0.33  0.18  0.0  0.1],[0.22222222 0.11111111 0.22222222 0.         0.11111111 0. 0.22222222],"because, um, there are, there must be people like you, or in other circumstances, that  could come up with, with, uh, false positives for certain kind of drugs."
153155:30,0.6188888888888889,0.13336543209876542,0.4602414324960501,0.31072235553859134,(0.4602414324960501  0.31072235553859134),[0.35444255 0.9627893 ],[0.19279995309137282  0.02135639070115107],[0.74  0.92  0.98  1.0  0.0  0.16  0.29  0.53  0.95],[0.         0.11111111 0.11111111 0.11111111 0.         0.11111111 0.44444444],"uh, cause he has had him for six or seven years."
45265:18,0.6233333333333334,0.11182222222222221,0.9784151226275287,0.6312964471251734,(0.9784151226275287  0.6312964471251734),[0.95051944 0.38271195],[0.03599797035945025  0.16662587941143325],[0.36  0.86  0.97  1.0  0.0  0.34  0.68  0.44  0.96],[0.         0.         0.22222222 0.11111111 0.11111111 0. 0.44444444],"she's had about four or five litters."
2927:38:00,0.4511111111111112,0.096720987654321,1.0654638139403823,0.7760075178495562,(1.0654638139403823  0.7760075178495562),[0.08355836 0.61636011],[0.039959906934692695  0.15925877496268018],[0.51  0.79  0.02  0.16  0.36  0.49  0.08  0.99  0.66],[0.22222222 0.11111111 0.11111111 0.22222222 0.11111111 0.11111111 0.11111111],"rarely a day went by when the wind was less than fifteen or twenty miles an hour . summer and winter,"
