Item,Mean,Var,Alpha,Beta,Beta_Params,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
153868:23,0.3121052631578947,0.11515346260387813,0.6097118478694337,0.8884014321196532,(0.6097118478694337  0.8884014321196532),[0.12443953 0.8326392 ],[0.08785270265809754  0.10748020431286721],[0.37  0.04  0.93  0.08  0.02  0.2  0.69  0.0  0.63  0.02  0.11  0.12  1.0  0.28  0.37  0.04  0.93  0.08  0.02],[0.47368421 0.10526316 0.10526316 0.         0.10526316 0. 0.15789474],"so, it's, no fee, or subscription either to read at my leisure"
172843:32,0.5633333333333334,0.19557777777777777,0.15728249131717145,0.11964116551539615,(0.15728249131717145  0.11964116551539615),[0.9460004  0.08500191],[0.06254978109356751  0.0959876455155152],[0.32  0.98  0.01  0.01  1.0  0.98  0.77  1.0  0.0],[0.22222222 0.         0.11111111 0.         0.         0.11111111 0.44444444],"i'm, i'm five or six mumblex years before i'm eligible  to retire"
16299:25,0.5111111111111111,0.13878765432098766,0.6337979428612777,0.6225465458325133,(0.6337979428612777  0.6225465458325133),[0.15531227 0.79554531],[0.11812048677390309  0.1505450747476541],[0.52  0.24  1.0  0.62  0.0  0.89  0.99  0.34  0.0],[0.         0.11111111 0.11111111 0.11111111 0.11111111 0. 0.33333333],"you have  to cut each thing or, you know, use the melon baller and stuff."
70908:13,0.3844444444444444,0.0770246913580247,0.66941659899642,2.3950390984342658,(0.66941659899642  2.3950390984342658),[0.30750287 1.        ],[0.12917352822983744  0.0007071067811865475],[1.0  0.27  0.05  0.39  0.45  0.4  0.62  0.21  0.07],[0.22222222 0.22222222 0.22222222 0.11111111 0.11111111 0. 0.11111111],"our first fifteen years or eighteen years of being married nothing worked."
164180:99,0.2688888888888889,0.08018765432098765,0.45218663220542304,1.4047761509610217,(0.45218663220542304  1.4047761509610217),[0.99000001 0.17875   ],[0.0007071067811865475  0.09243088508625233],[0.38  0.01  0.0  0.15  0.35  0.12  0.22  0.99  0.2],[0.22222222 0.33333333 0.22222222 0.         0.         0. 0.11111111],"uh, when i think of crime , i think of stuff that, that  affects other people like people getting, you know, killed or raped ."
48175:48,0.3244444444444444,0.09251358024691357,0.21196795217002112,0.47249604472407025,(0.21196795217002112  0.47249604472407025),[0.85      0.1742859],[0.007106349460587413  0.09341890165893965],[0.23  0.44  0.18  0.09  0.84  0.01  0.86  0.06  0.21],[0.33333333 0.33333333 0.         0.11111111 0.         0.11111111 0.11111111],"and we tried  to be a part of it but not overshadowing him or making him feel that we had  to be there all the time."
176348:81,0.4277777777777778,0.1593506172839506,0.12687621663967524,0.14456289991244092,(0.12687621663967524  0.14456289991244092),[0.078      0.86500001],[0.05107347634762388  0.06295236209006444],[0.86  0.85  0.17  0.16  0.75  0.0  0.02  1.0  0.04],[0.22222222 0.22222222 0.         0.         0.         0.22222222 0.22222222],"but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property  uh, i, i'd, i would seriously question it."
172615:77,0.5266666666666667,0.06908888888888888,0.9163393987023383,0.7079643461559242,(0.9163393987023383  0.7079643461559242),[0.85900413 0.3665019 ],[0.08205463918218091  0.09223738234406313],[0.48  0.29  0.49  0.17  0.47  0.85  1.0  0.72  0.27],[0.         0.22222222 0.11111111 0.33333333 0.         0.22222222 0.11111111],"uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks ."
10220:22,0.7933333333333334,0.0991111111111111,0.5482391048685225,0.12813809084713074,(0.5482391048685225  0.12813809084713074),[0.89125 0.01   ],[0.11227630921400387  0.0007071067811865475],[0.9  0.01  0.99  0.99  1.0  0.99  0.94  0.5  0.82],[0.11111111 0.         0.         0.11111111 0.         0.11111111 0.66666667],"that, you know, may or may not happen."
108517:95,0.2555555555555556,0.09018024691358024,0.5380910954963609,0.817031092660663,(0.5380910954963609  0.817031092660663),[0.94       0.17000098],[0.0007071067811865475  0.13337299309977177],[0.08  0.15  0.0  0.02  0.46  0.94  0.51  0.02  0.12],[0.44444444 0.11111111 0.         0.22222222 0.         0. 0.11111111],"uh, i, i guess i like the shows that  really have a real sense of, uh, i don't know, honesty or sort of a purity value, i guess ."
142177:29,0.47777777777777775,0.14401728395061728,0.4737865987737491,0.458842620773924,(0.4737865987737491  0.458842620773924),[0.08326779 0.76682077],[0.0732354817639744  0.14849210631492715],[0.05  1.0  0.03  0.28  0.69  0.01  0.99  0.5  0.75],[0.33333333 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.22222222],"but uh, even my first, uh, eight or nine years of working, i camped almost all of the time because i was in construction."
170974:61,0.27684210526315794,0.09446371191135734,0.699806841674034,1.2277754238339451,(0.699806841674034  1.2277754238339451),[0.12930309 0.69811272],[0.1198580104295532  0.14582517640070097],[0.36  0.0  0.0  0.8  0.03  0.4  0.33  0.0  0.2  0.01  0.95  0.56  0.0  0.43  0.36  0.0  0.0  0.8  0.03],[0.15789474 0.05263158 0.21052632 0.10526316 0.         0.10526316 0.05263158],"and so i'm just grateful that we don't have  to worry so much about my working or not."
77664:56,0.41937499999999994,0.15581835937499997,1.2772053712720273,0.6965763559524236,(1.2772053712720273  0.6965763559524236),[0.12500107 0.91000049],[0.07989562256213129  0.0674573417974771],[0.19  0.88  0.11  0.04  0.95  0.03  0.71  0.97  0.05  0.38  0.98  0.03  0.18  0.01  0.97  0.23],[0.375  0.1875 0.0625 0.     0.0625 0.     0.3125],"so our whole family, we take family trips to different places  to visit fish stores or go to fish shows,"
86671:25,0.5166666666666667,0.13228888888888887,0.3661211180692183,0.4336532304346187,(0.3661211180692183  0.4336532304346187),[0.28735577 0.97673202],[0.14071839049746943  0.023327660432000363],[0.5  0.22  0.03  1.0  1.0  0.2  0.6  0.17  0.93],[0.11111111 0.33333333 0.         0.11111111 0.11111111 0. 0.33333333],"actually i paid about either a thousand dollars or a little bit,"
99525:67,0.4655555555555556,0.11524691358024691,0.6762686888577172,0.6392094118010839,(0.6762686888577172  0.6392094118010839),[0.18510599 0.77926619],[0.12066667774622006  0.11223892382183209],[0.15  0.32  0.97  0.05  0.0  0.9  0.68  0.66  0.46],[0.11111111 0.11111111 0.11111111 0.11111111 0.22222222 0. 0.22222222],"and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations."
76530:72,0.5177777777777777,0.11586172839506172,1.5604982536808003,0.8293284043908891,(1.5604982536808003  0.8293284043908891),[0.16380552 0.80215087],[0.12375497231477867  0.03747002015262006],[0.78  0.46  0.86  0.84  0.71  0.03  0.09  0.07  0.82],[0.33333333 0.         0.         0.11111111 0.11111111 0.33333333 0.11111111],"uh, and you can't expect in a classroom for a particular course an hour a day  to counteract, uh, sixteen or seventeen years of influence at home."
156661:22,0.30888888888888894,0.128520987654321,0.12734776070797227,0.3538457047025847,(0.12734776070797227  0.3538457047025847),[0.12714286 0.94499999],[0.08870089234798481  0.038897305734339485],[0.03  0.27  0.05  0.07  1.0  0.04  0.06  0.89  0.37],[0.55555556 0.11111111 0.11111111 0.         0.         0. 0.22222222],"anyway, i dealt with two or three kids  today that  are going  to end up where somebody has, making a decision what to do  with them ."
74280:75,0.21666666666666667,0.03215555555555556,0.8590923859800796,1.8994654283558605,(0.8590923859800796  1.8994654283558605),[0.1350845  0.50535486],[0.07233210999136667  0.03182789139587296],[0.17  0.46  0.21  0.0  0.28  0.55  0.08  0.0  0.2],[0.11111111 0.44444444 0.         0.22222222 0.         0. 0.        ],"and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen years at home,"
91264:39,0.5066666666666666,0.10653333333333331,0.4750554358755503,0.5029524870635214,(0.4750554358755503  0.5029524870635214),[0.30617811 0.91004359],[0.13805442001639331  0.01732681043683392],[0.48  0.91  0.94  0.88  0.34  0.15  0.05  0.2  0.61],[0.11111111 0.22222222 0.11111111 0.11111111 0.11111111 0. 0.33333333],"but i think you can also get a bad education at public or private, you know,"
168511:31,0.25333333333333335,0.097,0.30774061380523265,0.7496768320101349,(0.30774061380523265  0.7496768320101349),[0.16000005 1.        ],[0.1239476477959265  0.0007071067811865475],[0.1  0.26  0.2  0.07  0.04  0.0  0.04  1.0  0.57],[0.44444444 0.22222222 0.         0.11111111 0.         0. 0.11111111],"and i don't believe they do in germany or italy either"
68703:60,0.42444444444444446,0.08786913580246915,0.32132613573055036,0.5073491484204884,(0.32132613573055036  0.5073491484204884),[0.22834046 0.81666777],[0.08129741252294866  0.0566722311593814],[0.08  0.18  0.4  0.76  0.21  0.36  0.93  0.14  0.76],[0.22222222 0.22222222 0.22222222 0.         0.         0.22222222 0.11111111],"if i were ar-, let's say i were arrested  falsely or not and put  up for a jury"
24757:57,0.5744444444444444,0.13391358024691358,0.45710499659871895,0.32062977979739804,(0.45710499659871895  0.32062977979739804),[0.87404478 0.20549797],[0.0822175830621493  0.13326407864226003],[0.12  0.49  0.89  0.69  0.0  0.19  0.99  0.99  0.81],[0.11111111 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.33333333],"even a bad school is a good school up here, where, if i lived in new york city or washington, d c, uh, i would seriously consider moving if i had a child."
92223:8,0.5,0.08533333333333333,0.8205652408825501,0.6320016618431705,(0.8205652408825501  0.6320016618431705),[0.66709803 0.1261367 ],[0.1198476901677972  0.06979078290839344],[0.6  0.89  0.78  0.81  0.08  0.46  0.05  0.55  0.28],[0.22222222 0.11111111 0.         0.22222222 0.11111111 0.22222222 0.11111111],"two or three times a year you'll get a news bull-,"
50706:78,0.24666666666666665,0.03793333333333334,0.6165173482658444,0.6078109589058125,(0.6165173482658444  0.6078109589058125),[0.13575232 0.48081771],[0.09148490726673489  0.030678902150459746],[0.54  0.27  0.44  0.46  0.2  0.28  0.0  0.03  0.0],[0.11111111 0.33333333 0.         0.33333333 0.         0. 0.        ],"it  would be great to have some of those organizations like you mentioned  that  were during the depression or coming out of the depression available for kids."
41615:46,0.6942105263157895,0.1024770083102493,0.8397269645063598,0.3474377095261356,(0.8397269645063598  0.3474377095261356),[0.90942598 0.32859904],[0.05734029173196639  0.16285146526992095],[0.37  0.02  1.0  0.79  0.9  0.31  0.95  0.91  1.0  0.67  0.49  0.86  1.0  0.84  0.37  0.02  1.0  0.79  0.9],[0.10526316 0.         0.15789474 0.05263158 0.05263158 0.15789474 0.47368421],"and so when i'm teaching a class , obviously i wear a suit or dress,"
27268:38,0.55,0.14722222222222223,0.46862907993776043,0.3331947470981876,(0.46862907993776043  0.3331947470981876),[0.80154833 0.04663474],[0.11983725200493149  0.046664037593898866],[0.53  0.89  0.14  1.0  0.0  0.0  0.72  0.69  0.98],[0.11111111 0.         0.         0.11111111 0.11111111 0.11111111 0.33333333],"we're going  to send our kid here for seven or eight hours a day."
6465:51:00,0.5166666666666666,0.08286666666666666,0.566292680744728,0.23490539228397592,(0.566292680744728  0.23490539228397592),[0.66142856 0.01      ],[0.0781448875676375  0.0071063350445096365],[0.47  0.64  0.6  0.65  0.8  0.82  0.65  0.0  0.02],[0.11111111 0.         0.         0.11111111 0.44444444 0.22222222 0.        ],"uh, and, and i would certainly support something like four to one or five to one."
2178:23:00,0.1511111111111111,0.02458765432098765,0.17928582227982387,0.451725367158643,(0.17928582227982387  0.451725367158643),[0.07142857 0.42999999],[0.03881523437264914  0.007106338976167309],[0.01  0.11  0.16  0.08  0.44  0.42  0.01  0.02  0.11],[0.66666667 0.11111111 0.11111111 0.11111111 0.         0. 0.        ],"when i retired from there, or left , i took the money i that i had  in mine and put it in an i r a"
150028:44,0.4555555555555555,0.16051358024691356,0.10307302965033935,0.12760077711269951,(0.10307302965033935  0.12760077711269951),[0.895 0.104],[0.06052272746185979  0.04992494400482828],[0.11  0.2  0.16  0.99  0.89  0.02  0.76  0.94  0.03  0.11  0.2  0.16  0.99  0.89  0.02  0.76  0.94  0.03],[0.33333333 0.22222222 0.         0.         0.         0.11111111 0.33333333],"so i don't know if i could have taken it to another retailer or not."
105461:58,0.52,0.14857777777777778,1.275329752849368,0.4823045550298066,(1.275329752849368  0.4823045550298066),[0.84999951 0.10750032],[0.07071522900189431  0.08809108862882636],[0.07  0.74  0.32  0.03  0.77  0.8  0.01  0.96  0.98],[0.33333333 0.         0.11111111 0.         0.         0.33333333 0.22222222],"it wasn't like the newer ones that  have nice chambers that  keep it afloat or keep it, uh, upright again."
174072:59,0.4244444444444444,0.16071358024691362,0.10860173912073494,0.13094057013041283,(0.10860173912073494  0.13094057013041283),[0.86250001 0.074     ],[0.0803733504027625  0.03622844171102624],[0.12  0.93  0.14  0.68  0.86  0.07  0.98  0.0  0.04],[0.44444444 0.         0.         0.         0.11111111 0. 0.33333333],"uh, i guess the topic is trial by jury and how we should change that  or how we would change it ."
145167:70,0.28222222222222226,0.08119506172839505,0.3515463183505235,0.6034466307806607,(0.3515463183505235  0.6034466307806607),[0.14287004 0.76996405],[0.08409710633914427  0.07078302496261082],[0.67  0.02  0.12  0.04  0.87  0.02  0.35  0.25  0.2],[0.44444444 0.22222222 0.11111111 0.         0.11111111 0. 0.11111111],"uh, are you going  to, uh, put your son in child care in a, a year or two."
152986:22,0.5806250000000001,0.13913085937499997,1.4867141143017133,0.6795288189050603,(1.4867141143017133  0.6795288189050603),[0.89777789 0.1728577 ],[0.06731542833967705  0.07336403795349293],[0.14  0.87  0.27  0.12  0.04  0.08  0.71  0.99  0.86  0.8  0.98  0.2  0.36  0.99  0.88  1.0],[0.25   0.125  0.0625 0.     0.0625 0.0625 0.4375],"just, uh, stays away or runs usually."
100564:48,0.5733333333333334,0.12862222222222222,0.43499808829765496,0.36274364956542793,(0.43499808829765496  0.36274364956542793),[0.79454966 0.12639685],[0.14575213143347393  0.044870595018700166],[0.86  0.48  0.15  0.19  0.89  0.56  0.99  1.0  0.04],[0.11111111 0.22222222 0.         0.22222222 0.         0. 0.44444444],"and, uh, you know the type of facilities whether it's a shared room or two separate rooms that  share uh, a, uh, bathroom."
84362:25,0.4577777777777778,0.09741728395061727,1.0189911308841006,0.7206501262673977,(1.0189911308841006  0.7206501262673977),[0.20402473 0.77243156],[0.08231489942002382  0.10621148823165205],[0.19  1.0  0.22  0.71  0.79  0.35  0.0  0.26  0.6],[0.         0.33333333 0.11111111 0.         0.22222222 0.11111111 0.11111111],"but it  has been about three or four years of, uh, uh, playing around with flowers to de-, decide which ones  actually grow here."
165670:54,0.5177777777777778,0.1067283950617284,0.7090634612010986,0.6694536698365672,(0.7090634612010986  0.6694536698365672),[0.7210619  0.10999602],[0.13319564366517014  0.0152913490247416],[0.48  1.0  0.12  0.62  0.13  0.9  0.08  0.55  0.78],[0.33333333 0.         0.         0.22222222 0.11111111 0.11111111 0.22222222],"uh, yet i don't know wh-, whether i would buy saturn or not at this point."
146661:26,0.20111111111111113,0.051654320987654316,0.11205479079020196,0.18506923692004912,(0.11205479079020196  0.18506923692004912),[0.045      0.51333333],[0.04098373569999763  0.031805830255708295],[0.46  0.16  0.01  0.08  0.51  0.01  0.01  0.57  0.0],[0.44444444 0.11111111 0.         0.33333333 0.         0. 0.        ],"and i can take plastic like milk cartons or if they have water in them."
104287:70,0.4094736842105263,0.12644709141274238,0.2916589522013291,0.4195610514634446,(0.2916589522013291  0.4195610514634446),[0.18648473 0.89351025],[0.10964660992550251  0.05703625622489853],[0.41  0.98  0.11  0.08  0.1  0.93  0.75  0.01  0.29  0.25  0.86  0.86  0.0  0.47  0.41  0.98  0.11  0.08  0.1],[0.36842105 0.05263158 0.15789474 0.05263158 0.         0.05263158 0.26315789],"and, um, i don't, i don't know if he's really serious about it yet or not, you know,"
145063:39,0.46444444444444444,0.15726913580246915,0.21170319205262714,0.22901064213136707,(0.21170319205262714  0.22901064213136707),[0.04249474 0.80197066],[0.040739519330370816  0.10971652568415455],[0.77  0.14  0.82  0.9  0.0  0.53  0.03  0.0  0.99],[0.22222222 0.         0.         0.11111111 0.         0.22222222 0.22222222],"and hers was the only income we had  for three or four months."
119612:30,0.7344444444444445,0.10826913580246912,0.5806417416677784,0.19688022241184255,(0.5806417416677784  0.19688022241184255),[0.89771921 0.16870694],[0.08355395523861457  0.106327077924279],[0.64  0.84  1.0  0.98  0.02  0.31  0.95  0.99  0.88],[0.11111111 0.         0.11111111 0.         0.11111111 0.11111111 0.55555556],"uh, there's a lake like maybe two or three miles from here,"
155506:58,0.4588888888888889,0.12649876543209876,0.48293875397644437,0.5962325233688028,(0.48293875397644437  0.5962325233688028),[0.16751691 0.82541638],[0.1041131714853225  0.09278814373617694],[0.35  0.91  0.29  0.64  0.98  0.77  0.0  0.0  0.19],[0.         0.11111111 0.22222222 0.         0.11111111 0.11111111 0.22222222],"and, uh, she really enjoys it right now because she doesn't have  to wash dishes or cook."
146522:172,0.4911111111111111,0.09643209876543211,1.4835123269284107,0.8648762619889063,(1.4835123269284107  0.8648762619889063),[0.10877314 0.67658018],[0.05696093331668674  0.1318210269835017],[0.14  0.19  0.52  1.0  0.78  0.5  0.75  0.0  0.54],[0.11111111 0.11111111 0.         0.33333333 0.         0.22222222 0.11111111],"i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care   that i will be able  to just bring her  into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them."
75447:58,0.4722222222222222,0.13519506172839507,0.2549917101573643,0.2517425520631278,(0.2549917101573643  0.2517425520631278),[0.86750007 0.15600036],[0.04806116156341053  0.08563064446187646],[0.97  0.78  0.85  0.87  0.19  0.04  0.22  0.33  0.0],[0.11111111 0.22222222 0.11111111 0.         0.         0.22222222 0.22222222],"and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to"
66190:44,0.5688888888888888,0.15118765432098769,1.6287881627305656,0.6605395087035236,(1.6287881627305656  0.6605395087035236),[0.14750005 0.90600002],[0.07338180257963171  0.06254997727719125],[0.9  0.25  0.24  0.93  0.98  0.74  0.98  0.0  0.1],[0.11111111 0.22222222 0.         0.         0.         0.11111111 0.44444444],"so i thought, man, i don't know if i trust this or not."
135320:83,0.48777777777777775,0.12355061728395061,0.28560607268170557,0.39409775019415005,(0.28560607268170557  0.39409775019415005),[0.2566816  0.95000089],[0.11150350925482638  0.015291399268603227],[0.96  0.92  0.07  0.18  0.25  0.11  0.97  0.47  0.46],[0.22222222 0.22222222 0.         0.22222222 0.         0. 0.33333333],"well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with that ,"
163620:59,0.3977777777777778,0.11779506172839506,1.3840906519861882,0.864639933982251,(1.3840906519861882  0.864639933982251),[0.10399972 0.76499876],[0.07491669212145864  0.06432950691481445],[0.77  0.0  0.71  0.3  0.03  0.67  0.12  0.07  0.91],[0.33333333 0.         0.11111111 0.         0.22222222 0.11111111 0.11111111],"i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england , uh, dance bands as well as, uh, just more popular folk music and new artists coming up."
148624:46,0.6533333333333333,0.12273333333333333,0.355754236181838,0.1832115724674423,(0.355754236181838  0.1832115724674423),[0.89000022 0.18000219],[0.06758082745336887  0.08327329337838951],[0.34  0.78  0.14  0.92  0.9  0.75  0.99  1.0  0.06],[0.22222222 0.         0.11111111 0.         0.         0.22222222 0.44444444],"i, i took one class about, i guess three or four years ago."
13897:70,0.5344444444444444,0.145758024691358,1.3270204873747131,0.6741076224193345,(1.3270204873747131  0.6741076224193345),[0.86000171 0.1275087 ],[0.07375939162043162  0.09020703911125424],[0.71  0.76  0.93  0.0  0.0  0.26  0.25  0.97  0.93],[0.         0.22222222 0.         0.         0.11111111 0.11111111 0.33333333],"and you have  to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home,  sick."
137591:36,0.49888888888888894,0.06976543209876541,1.543728224955014,0.6076430121605793,(1.543728224955014  0.6076430121605793),[0.69785241 0.29558846],[0.12301538909829096  0.11905434272166011],[0.54  0.03  0.53  0.84  0.9  0.35  0.68  0.28  0.34],[0.11111111 0.11111111 0.22222222 0.22222222 0.11111111 0.11111111 0.11111111],"they've won, like, i think  six or seven in a row now,"
65937:74,0.578888888888889,0.09718765432098765,0.36601523290044047,0.32984976618593154,(0.36601523290044047  0.32984976618593154),[0.24995631 0.84188208],[0.06244209960132106  0.08058277560370586],[0.86  0.75  0.39  0.21  0.93  0.68  0.25  0.15  0.99],[0.         0.33333333 0.11111111 0.         0.11111111 0.11111111 0.33333333],"why not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician ."
165010:22,0.5988888888888889,0.1016098765432099,0.446088833207744,0.2695770471450516,(0.446088833207744  0.2695770471450516),[0.16666666 0.81499997],[0.049108156814886006  0.0703302214677074],[0.17  0.78  0.72  0.08  0.25  0.77  0.89  1.0  0.73],[0.11111111 0.22222222 0.         0.         0.         0.44444444 0.22222222],"it's probably a japanese  or a burmese  company owning and hiring people in the u s."
152387:44,0.4784210526315789,0.13108698060941829,0.47423260876970036,0.5548093183195547,(0.47423260876970036  0.5548093183195547),[0.67840267 0.0901754 ],[0.19953473374134884  0.03616379892523899],[0.55  0.97  1.0  0.07  0.13  0.29  0.66  0.18  0.4  0.01  0.06  0.38  1.0  0.67  0.55  0.97  1.0  0.07  0.13],[0.31578947 0.05263158 0.15789474 0.10526316 0.10526316 0. 0.26315789],"i think you would be more willing  to either help that person or help it get accomplished , you know."
139466:13,0.6611111111111111,0.10845432098765431,0.28488234290142783,0.10576976204236237,(0.28488234290142783  0.10576976204236237),[0.82999999 0.07      ],[0.07290256810107756  0.028293108727923753],[0.9  0.79  0.11  0.03  0.83  0.96  0.84  0.61  0.88],[0.22222222 0.         0.         0.         0.11111111 0.33333333 0.33333333],"you pour bouillon or chicken broth over it."
155785:58,0.508888888888889,0.06672098765432098,0.34591075051904796,0.22210411312128392,(0.34591075051904796  0.22210411312128392),[0.6833333 0.16     ],[0.06578971647599703  0.011568637396776152],[0.66  0.73  0.53  0.72  0.83  0.63  0.16  0.18  0.14],[0.11111111 0.22222222 0.         0.11111111 0.22222222 0.33333333 0.        ],"and we seem  to be able  to get along with the president turnover ever eight years or four years."
84591:56,0.12444444444444443,0.017758024691358024,0.24238121509172747,0.44006051178283506,(0.24238121509172747  0.44006051178283506),[0.01593392 0.25862094],[0.011495343717999769  0.05843329342764013],[0.36  0.31  0.04  0.22  0.0  0.0  0.15  0.01  0.03],[0.33333333 0.22222222 0.22222222 0.         0.         0. 0.        ],"and this thing  came on where these, a group of like five or six guys went and filmed themselves beating up people in the street and, and robbing them ."
84000:35,0.5033333333333334,0.10988888888888887,0.6700393084306913,0.5996882826624571,(0.6700393084306913  0.5996882826624571),[0.15947089 0.75257309],[0.09498559087635737  0.1196598719070353],[0.38  0.19  0.01  0.56  0.98  0.1  0.64  0.85  0.82],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222 0.11111111],"it almost costs so much  to fix anything or do anything with it, you're just better off  buying another car."
160767:43,0.40105263157894744,0.08484099722991689,0.9463833031972637,0.5970513894035424,(0.9463833031972637  0.5970513894035424),[0.13066279 0.63286034],[0.065407317943071  0.13005618152994736],[0.63  0.53  0.28  0.93  0.12  0.71  0.35  0.09  0.06  0.08  0.53  0.15  0.0  0.67  0.63  0.53  0.28  0.93  0.12],[0.26315789 0.15789474 0.05263158 0.15789474 0.21052632 0. 0.10526316],"so much of it, is now just going  to service debt or you know, is going in, into, into programs that, you know,"
46087:36,0.5111111111111112,0.10232098765432097,0.42873398155576536,0.4951957708369566,(0.42873398155576536  0.4951957708369566),[0.25294935 0.82863324],[0.10172963254709093  0.09980477777279957],[0.22  0.95  0.48  0.79  0.12  0.64  0.96  0.33  0.11],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222],"and then i'll, uh, normally check out the eagles or the patriots."
52016:33,0.4988888888888888,0.13876543209876543,1.3277934931229187,0.6938830497846762,(1.3277934931229187  0.6938830497846762),[0.80887913 0.10983086],[0.10693306913788934  0.07827675665938377],[0.3  0.86  0.05  0.81  0.88  0.53  0.03  0.97  0.06],[0.33333333 0.         0.11111111 0.11111111 0.         0.11111111 0.33333333],"i haven't been to a movie theater in probably eight or nine months,"
23676:18,0.35,0.11209473684210526,0.27359946146056385,0.36344773899471206,(0.27359946146056385  0.36344773899471206),[0.72593427 0.07629277],[0.0913665726114872  0.043256571495323276],[0.62  0.72  0.05  0.07  0.1  0.98  0.57  0.02  0.23  0.02  0.13  0.87  0.0  0.71  0.62  0.72  0.05  0.07  0.1],[0.47368421 0.05263158 0.         0.05263158 0.15789474 0.10526316 0.10526316],"you serve that yourself, or the, for a family."
63674:32,0.35,0.09720000000000001,0.3555984279371077,0.4526031214935749,(0.3555984279371077  0.4526031214935749),[0.60982263 0.0249858 ],[0.10576260093923182  0.019047193411121346],[0.53  0.39  0.01  0.67  0.84  0.02  0.62  0.0  0.07],[0.33333333 0.         0.11111111 0.11111111 0.22222222 0.11111111 0.        ],"you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,"
95254:54,0.4755555555555555,0.11551358024691358,0.3614243144567406,0.2885569224591412,(0.3614243144567406  0.2885569224591412),[0.11752546 0.76195921],[0.0931255726848959  0.06883558064843635],[0.8  0.08  0.66  0.92  0.0  0.05  0.66  0.34  0.77],[0.22222222 0.         0.11111111 0.         0.22222222 0.22222222 0.11111111],"and i couldn't just, you know, wait for eight, three or four months and then bring them back to her"
76810:84,0.5611111111111112,0.14485432098765433,1.167391256104084,0.8631639757698963,(1.167391256104084  0.8631639757698963),[0.89000004 0.15000022],[0.06213290113644974  0.07762449443874804],[0.89  0.3  0.87  0.19  1.0  0.74  0.11  0.0  0.95],[0.11111111 0.11111111 0.11111111 0.         0.         0.11111111 0.44444444],"and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts are being used  at all."
19130:45,0.2777777777777778,0.02759506172839506,1.0053709028763174,0.7068854600411179,(1.0053709028763174  0.7068854600411179),[0.1717577  0.48888461],[0.04711433236150761  0.05812760493418723],[0.46  0.06  0.41  0.22  0.11  0.25  0.18  0.21  0.6],[0.22222222 0.44444444 0.11111111 0.11111111 0.11111111 0. 0.        ],"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom, it doesn't look as though, you know, everybody's following the same pattern."
138291:77,0.4266666666666667,0.09513333333333333,0.7827305326843605,0.8868952383416095,(0.7827305326843605  0.8868952383416095),[0.08550249 0.56648519],[0.02873012081864971  0.1819287859963086],[0.41  0.6  0.54  0.15  0.26  0.06  0.76  1.0  0.06],[0.22222222 0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth"
19844:87,0.4566666666666666,0.15835555555555555,1.2645898933312623,0.7907619208833265,(1.2645898933312623  0.7907619208833265),[0.87397767 0.12178342],[0.1068982325193878  0.08716898791785804],[0.13  1.0  0.1  0.95  0.03  0.93  0.0  0.35  0.62],[0.33333333 0.         0.11111111 0.         0.11111111 0. 0.33333333],"well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books ."
75445:52,0.4555555555555555,0.07360246913580247,0.35007679849264123,0.42180130203417976,(0.35007679849264123  0.42180130203417976),[0.17246191 0.68177329],[0.03404851897755558  0.0876109084678811],[0.55  0.53  0.19  0.85  0.11  0.15  0.24  0.76  0.72],[0.11111111 0.33333333 0.         0.22222222 0.         0.33333333 0.        ],"these days they have these tiny little things that  are only about the size of two or three pencils."
