Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
75447:58,0.4722222222222222,0.13519506172839507,0.2549917101573643,0.2517425520631278,(0.2549917101573643  0.2517425520631278),[0.97  0.78  0.85  0.87  0.19  0.04  0.22  0.33  0.0],[0.11111111 0.22222222 0.11111111 0.         0.         0.22222222 0.22222222],"and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to"
164502:39,0.5900000000000001,0.14868888888888887,0.2427271045773864,0.14251714893055212,(0.2427271045773864  0.14251714893055212),[0.89  0.0  0.79  0.72  0.12  0.06  1.0  0.97  0.76],[0.22222222 0.         0.         0.         0.         0.33333333 0.33333333],"i, i'm in washington, d c or at least very close to it."
22753:43,0.5522222222222222,0.09135061728395061,0.9217781708171459,0.41465021015890086,(0.9217781708171459  0.41465021015890086),[0.66  0.65  0.71  0.06  0.9  0.88  0.0  0.57  0.54],[0.11111111 0.         0.         0.22222222 0.33333333 0. 0.22222222],"and then i was fi-, fished for another half hour or forty-five minutes, caught a few white fish and so forth,"
119672:89,0.3566666666666667,0.12106666666666668,0.30997054021827775,0.3775504437700164,(0.30997054021827775  0.3775504437700164),[0.0  0.01  0.7  0.8  0.0  0.33  0.03  0.89  0.45],[0.22222222 0.         0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two of them ."
171205:49,0.4977777777777777,0.11326172839506171,0.17480050412966516,0.21370538513182413,(0.17480050412966516  0.21370538513182413),[0.85  0.77  0.11  0.2  0.36  0.15  0.99  0.21  0.84],[0.11111111 0.33333333 0.11111111 0.         0.         0.33333333 0.11111111],"so you think if, if trials were held  by judges or experts, that they, they would tend  not to, uh, admit, not to convict people on circumstantial evidence."
110794:66,0.2255555555555556,0.08546913580246912,0.14367889059581337,0.42329150416476685,(0.14367889059581337  0.42329150416476685),[0.04  0.62  0.0  0.06  0.88  0.03  0.15  0.06  0.19],[0.44444444 0.22222222 0.         0.         0.11111111 0. 0.11111111],"even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk."
13665:45,0.4766666666666667,0.07637777777777778,0.5191816969045078,0.29189465694091155,(0.5191816969045078  0.29189465694091155),[0.05  0.27  0.78  0.63  0.77  0.63  0.01  0.56  0.59],[0.22222222 0.11111111 0.         0.11111111 0.33333333 0.22222222 0.        ],"i couldn't remember in tigon had purchased g t e --s phone mail services or if g t e had purchased tigon."
153702:24,0.6044444444444443,0.10978024691358024,0.5689004198644818,0.3552462317146918,(0.5689004198644818  0.3552462317146918),[0.79  0.83  0.45  0.86  0.95  0.18  0.97  0.03  0.38],[0.11111111 0.11111111 0.11111111 0.11111111 0.         0.22222222 0.33333333],"i guess i am about eight or nine."
39760:67,0.29444444444444445,0.11120246913580245,0.15427322960004825,0.2898495342989106,(0.15427322960004825  0.2898495342989106),[0.08  0.86  0.03  0.08  0.23  0.55  0.0  0.82  0.0],[0.33333333 0.11111111 0.         0.11111111 0.         0.11111111 0.11111111],"and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe ,"
158308:59,0.4955555555555555,0.10989135802469135,1.0444499598166908,0.4418212561722068,(1.0444499598166908  0.4418212561722068),[0.79  0.89  0.16  0.74  0.81  0.66  0.04  0.03  0.34],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.33333333 0.11111111],"and this is supposed  to be a very well-known center here in tyler who  had two or three, um, centers, all over, you know, the, um, city"
95326:46,0.5,0.1323111111111111,0.4517205786121281,0.4541929593661995,(0.4517205786121281  0.4541929593661995),[0.96  0.99  0.0  0.43  0.31  0.08  0.87  0.68  0.18],[0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0. 0.33333333],"but she said, let's go ahead and send him another day, or two days,"
24108:42,0.4488888888888889,0.13832098765432096,0.42265671917847036,0.46832569497672516,(0.42265671917847036  0.46832569497672516),[0.0  0.66  0.0  0.89  0.26  0.98  0.01  0.75  0.49],[0.11111111 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.22222222],"i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution."
124212:97,0.49555555555555564,0.12651358024691362,0.6076546739040444,0.5477170347291207,(0.6076546739040444  0.5477170347291207),[0.58  0.81  0.87  0.29  0.0  0.68  1.0  0.0  0.23],[0.         0.11111111 0.11111111 0.         0.22222222 0.11111111 0.22222222],"and, and, um, uh, the landscape is much different  here in texas than it is, you know, in the north. um, or even where you are ."
112263:70,0.37526315789473685,0.11354072022160666,0.6377388690017851,1.2823421383532714,(0.6377388690017851  1.2823421383532714),[0.68  0.3  0.0  0.83  0.04  0.26  0.29  0.0  0.1  0.02  0.89  0.52  1.0  0.35  0.68  0.3  0.0  0.83  0.04],[0.21052632 0.05263158 0.21052632 0.05263158 0.10526316 0.10526316 0.10526316],"but our favorite when you have a little more to spend  , is to go to taiwan or may dragon."
25625:63,0.6088888888888889,0.11387654320987656,0.3529911550151712,0.27268187654282455,(0.3529911550151712  0.27268187654282455),[0.26  1.0  0.83  0.44  0.1  0.73  0.97  0.21  0.94],[0.11111111 0.22222222 0.         0.11111111 0.         0.22222222 0.33333333],"and never yet have i met anybody on the golf course that  wouldn't allow me to join their twosome or threesome."
48005:83,0.5673684210526314,0.10230360110803322,0.806806660799857,0.4413231610740192,(0.806806660799857  0.4413231610740192),[0.59  0.96  0.82  0.07  0.84  0.69  0.64  0.89  0.0  0.51  0.54  0.68  0.25  0.02  0.59  0.96  0.82  0.07  0.84],[0.15789474 0.05263158 0.         0.10526316 0.26315789 0.21052632 0.15789474],"and, uh, then you'd be willing  to give up your job  to stay home and with, or stay with the children."
156661:22,0.30888888888888894,0.128520987654321,0.12734776070797227,0.3538457047025847,(0.12734776070797227  0.3538457047025847),[0.03  0.27  0.05  0.07  1.0  0.04  0.06  0.89  0.37],[0.55555556 0.11111111 0.11111111 0.         0.         0. 0.22222222],"anyway, i dealt with two or three kids  today that  are going  to end up where somebody has, making a decision what to do  with them ."
47372:70,0.5622222222222223,0.10377283950617283,0.4823319357787299,0.2967020142457324,(0.4823319357787299  0.2967020142457324),[0.9  0.72  0.0  0.53  0.27  0.79  0.15  0.8  0.9],[0.         0.22222222 0.         0.11111111 0.         0.33333333 0.22222222],"after that, if you asked me that i wouldn't have been able  to tell you if that was football or baseball."
13047:33,0.4433333333333333,0.14384444444444444,1.2460088885111023,0.7748280694357419,(1.2460088885111023  0.7748280694357419),[0.07  0.12  0.31  0.0  0.9  0.84  0.1  1.0  0.65],[0.33333333 0.         0.11111111 0.         0.11111111 0.11111111 0.22222222],"i guess probably my favorite all time country and western song or singer is, uh, probably eddy arnold."
105245:83,0.33555555555555555,0.03886913580246914,0.617723012544666,0.5808125313282304,(0.617723012544666  0.5808125313282304),[0.78  0.27  0.26  0.57  0.19  0.32  0.25  0.28  0.1],[0.11111111 0.55555556 0.11111111 0.11111111 0.         0.11111111 0.        ],"but, the other thing that i thought of  on this is, i wonder if there isn't enough money, uh, in our economy or in our system."
27828:55,0.3055555555555555,0.12455802469135802,0.11612533552478836,0.24562520716721137,(0.11612533552478836  0.24562520716721137),[0.12  0.94  0.12  0.01  0.87  0.53  0.09  0.02  0.05],[0.66666667 0.         0.         0.11111111 0.         0. 0.22222222],"our generation was, uh, so in tuned to music of that time that we identify goodness or badness  with, uh, things now with the music that 's behinds them."
27042:33,0.5133333333333332,0.15362222222222222,0.31786696625794064,0.3298973504620982,(0.31786696625794064  0.3298973504620982),[0.22  0.69  0.99  0.05  0.53  0.99  0.16  0.01  0.98],[0.22222222 0.22222222 0.         0.11111111 0.11111111 0. 0.33333333],"and you don't know if you were reaching them or not."
52499:80,0.43631578947368416,0.14786537396121882,1.3942842883489703,0.8798009926018202,(1.3942842883489703  0.8798009926018202),[0.71  0.98  0.99  0.09  0.09  0.79  0.74  0.15  0.13  0.0  0.09  0.16  0.0  0.51  0.71  0.98  0.99  0.09  0.09],[0.31578947 0.10526316 0.         0.05263158 0.10526316 0.10526316 0.21052632],"i don-, i don't think our prison system isn't set  up, where we, um, rehabilitate, or, you know, restore anybody ."
144793:82,0.21333333333333335,0.095,0.5113775481813607,121.73779953049595,(0.5113775481813607  121.73779953049595),[0.08  0.02  0.12  0.52  0.04  0.09  0.98  0.02  0.05],[0.77777778 0.         0.         0.11111111 0.         0. 0.11111111],"uh, it  was really frightening to, think that, uh, it 's not even safe to drive onto the tollway, or for those people in the tollbooth."
125651:119,0.5977777777777777,0.11948395061728395,0.36875101745636674,0.3328228050056854,(0.36875101745636674  0.3328228050056854),[0.7  0.19  0.3  1.0  1.0  0.34  0.11  1.0  0.74],[0.11111111 0.11111111 0.22222222 0.         0.11111111 0.11111111 0.33333333],"um, some of the qualifications that i look for  was that, uh, you know, the cost, and, um, exactly what they did , if it was structured or nonstructured, if they had a little academic, um, uh, in there, and, um, you know, um, you know, what the qualifications of the teachers' were , and if the place was clean and um, the hours"
164711:79,0.3522222222222222,0.07648395061728394,0.7675106665168785,0.8380540243077572,(0.7675106665168785  0.8380540243077572),[0.29  0.57  0.08  0.33  0.06  0.15  0.21  0.98  0.5],[0.22222222 0.22222222 0.22222222 0.22222222 0.         0. 0.11111111],"it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin ."
174625:55,0.7144444444444444,0.11573580246913578,0.6446717048665667,0.25988493092459597,(0.6446717048665667  0.25988493092459597),[0.0  0.45  0.35  0.99  0.98  0.94  1.0  0.92  0.8],[0.         0.         0.11111111 0.11111111 0.         0.11111111 0.55555556],"if i, if i elicit good behavior i'm out in maybe five or ten."
62903:64,0.5622222222222222,0.17199506172839504,1.345607185686637,0.430109091932386,(1.345607185686637  0.430109091932386),[0.05  1.0  0.01  1.0  0.38  0.04  0.99  0.79  0.8],[0.33333333 0.         0.11111111 0.         0.         0.22222222 0.33333333],"and it kind of has  to start from the top and, and go clea-, or from the bottom maybe and go clear up."
31292:58,0.27222222222222225,0.13517283950617281,0.04402767383514711,0.12725082143907857,(0.04402767383514711  0.12725082143907857),[0.92  0.03  0.0  0.2  0.03  0.14  0.03  0.98  0.12],[0.55555556 0.11111111 0.         0.         0.         0. 0.22222222],"and i keep  thinking, you know, gifted is, is einstein or, you know, uh, musical prodigies."
61667:103,0.6888888888888889,0.12234320987654322,0.6438039988206676,0.2752418855118691,(0.6438039988206676  0.2752418855118691),[0.54  0.9  0.63  0.0  0.98  0.22  0.93  1.0  1.0],[0.         0.11111111 0.         0.11111111 0.11111111 0. 0.55555556],"but if you want him to be and he doesn't want  to be, he'll just, he'll, you know either scratch you or run away."
1239:63,0.568888888888889,0.106920987654321,0.6118975695266171,0.37817430887207515,(0.6118975695266171  0.37817430887207515),[0.24  0.89  0.72  0.16  0.7  0.78  0.0  0.98  0.65],[0.         0.22222222 0.         0.         0.22222222 0.22222222 0.22222222],"but i think they should also respect the sanctity of the american home, whether it be in a house or in an apartment."
48899:163,0.48777777777777764,0.12219506172839506,1.4966465726202818,0.5609189957117793,(1.4966465726202818  0.5609189957117793),[0.73  0.76  0.81  0.05  0.87  0.39  0.01  0.75  0.02],[0.33333333 0.         0.11111111 0.         0.         0.44444444 0.11111111],"you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years on death row,"
13410:53,0.43333333333333335,0.1658222222222222,0.16765290153018386,0.2391056897042549,(0.16765290153018386  0.2391056897042549),[0.36  0.97  0.08  0.01  0.99  0.02  0.15  1.0  0.32],[0.33333333 0.11111111 0.22222222 0.         0.         0. 0.33333333],"being a professional and, of course, you probably belong to one or more professional organizations,"
20498:36,0.528888888888889,0.17898765432098765,0.16871301219758456,0.1722817955079234,(0.16871301219758456  0.1722817955079234),[0.99  0.33  0.99  0.04  0.97  1.0  0.32  0.0  0.12],[0.22222222 0.         0.22222222 0.         0.         0. 0.44444444],"that's what we're looking at , fifteen or maybe twenty."
148987:58,0.6144444444444443,0.051646913580246916,0.6765427498763095,0.6224144200364942,(0.6765427498763095  0.6224144200364942),[0.38  0.71  0.31  0.77  0.91  0.65  0.56  0.93  0.31],[0.         0.         0.33333333 0.11111111 0.22222222 0.11111111 0.22222222],"and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo."
49324:208,0.33222222222222225,0.1062395061728395,0.1880825019627966,0.4083021479192491,(0.1880825019627966  0.4083021479192491),[0.1  0.07  0.91  0.54  0.84  0.27  0.18  0.02  0.06],[0.44444444 0.22222222 0.         0.11111111 0.         0.11111111 0.11111111],"on a, on a, on a, what we would, you know, what you described  as your house and what i would describe  as my house say, for example, in pensacola, florida, on that house with the homestead exemption and so forth and so on, might pay three or four hundred dollars a year taxes."
130589:20,0.4677777777777778,0.1074617283950617,0.17387029042882812,0.2504654444055585,(0.17387029042882812  0.2504654444055585),[0.15  0.22  0.22  0.83  0.5  0.27  0.13  0.98  0.91],[0.11111111 0.44444444 0.         0.11111111 0.         0.11111111 0.22222222],"and i went to a vineyard or two in germany."
13897:70,0.5344444444444444,0.145758024691358,1.3270204873747131,0.6741076224193345,(1.3270204873747131  0.6741076224193345),[0.71  0.76  0.93  0.0  0.0  0.26  0.25  0.97  0.93],[0.         0.22222222 0.         0.         0.11111111 0.11111111 0.33333333],"and you have  to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home,  sick."
172822:16,0.5388888888888889,0.09858765432098765,0.44590310908973385,0.36799934707317894,(0.44590310908973385  0.36799934707317894),[0.96  0.47  0.13  0.82  0.17  0.6  0.11  0.75  0.84],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0.33333333 0.11111111],"at thirty-three hundred dollars or thirty-five hundred dollars i'm paying  in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right."
24636:108,0.46888888888888897,0.11449876543209875,0.39140276107425304,0.5676676341701997,(0.39140276107425304  0.5676676341701997),[0.15  0.42  0.25  0.18  0.46  0.98  0.8  0.95  0.03],[0.11111111 0.33333333 0.11111111 0.11111111 0.         0.11111111 0.22222222],"well, does your, the company say, for instance, does the company you worked for  bef-, before have the right  or do they have the ability  to say, hey, we've already drug tested her"
133392:61,0.5266666666666667,0.09188888888888887,0.9266126771703953,0.32337102177062316,(0.9266126771703953  0.32337102177062316),[0.13  0.35  0.37  0.11  0.94  0.73  1.0  0.59  0.52],[0.22222222 0.         0.22222222 0.11111111 0.11111111 0.11111111 0.22222222],"um, short term, i don't think anything's going  to be done  about it or probably should be done  about it."
46484:121,0.5077777777777778,0.18297283950617282,0.10606473127718014,0.10223778164190737,(0.10606473127718014  0.10223778164190737),[0.0  0.67  0.0  0.97  0.88  0.9  0.99  0.09  0.07],[0.22222222 0.         0.         0.         0.11111111 0. 0.44444444],"but i was thinking boy, in dallas, if somebody asked me if there were places you wouldn't go  by yourself at night, i'd have  to set them down for about five or ten minutes  to list all the places out."
1256:174,0.40444444444444444,0.08813580246913581,0.21483274405510155,1.9345898902884315,(0.21483274405510155  1.9345898902884315),[0.47  0.94  0.41  0.12  0.01  0.19  0.19  0.5  0.81],[0.22222222 0.22222222 0.11111111 0.22222222 0.         0.11111111 0.11111111],"and that, that's one thing that i feel really strongly about  though, is, uh, you know, people  coming up to my door, and especially religious organizations and wanting  to uh, you know, to try and get me to join or, you know, become interested in their religion,"
50077:84,0.16222222222222224,0.029217283950617276,0.309390712641578,0.5587129793160186,(0.309390712641578  0.5587129793160186),[0.0  0.25  0.03  0.17  0.48  0.41  0.0  0.03  0.09],[0.33333333 0.22222222 0.11111111 0.11111111 0.         0. 0.        ],"so it's, um, real easy access from, from south of baltimore like, um, like the airport or more importantly for the orioles from washington d c."
78977:102,0.3111111111111111,0.05094320987654321,1.2844310891332942,0.8532581331888821,(1.2844310891332942  0.8532581331888821),[0.25  0.44  0.0  0.63  0.16  0.0  0.29  0.65  0.38],[0.         0.22222222 0.22222222 0.11111111 0.22222222 0. 0.        ],"so what do you think  about, uh, what do you think  about what you see  on t v about them, like in the news or on the ads,"
162962:70,0.4566666666666667,0.17020000000000002,1.4877064175622996,0.699781970396318,(1.4877064175622996  0.699781970396318),[0.55  0.07  0.07  1.0  0.0  1.0  0.08  0.36  0.98],[0.33333333 0.         0.11111111 0.11111111 0.         0. 0.33333333],"and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not."
62411:39,0.22777777777777775,0.15232839506172838,0.011984355558972927,0.03462641417867388,(0.011984355558972927  0.03462641417867388),[0.09  1.0  0.04  0.0  0.91  0.0  0.01  0.0  0.0],[0.33333333 0.         0.         0.         0.         0. 0.22222222],"and i don't think you could have done it fifty or a hundred years ago either."
29161:24,0.8122222222222222,0.01455061728395062,1.9972879550881042,0.5096759601729874,(1.9972879550881042  0.5096759601729874),[0.75  0.74  0.6  0.72  0.97  0.83  1.0  0.9  0.8],[0.         0.         0.         0.         0.11111111 0.55555556 0.33333333],"she could either have taken tennis, or weight lifting."
111782:55,0.49,0.11353333333333333,0.367581050862987,0.2869394862987495,(0.367581050862987  0.2869394862987495),[0.69  0.89  0.03  0.3  0.2  0.78  0.0  0.86  0.66],[0.11111111 0.11111111 0.11111111 0.         0.22222222 0.11111111 0.22222222],"and so that night we had a reception for some of the, uh, potential high school students or college students,"
104835:34,0.8877777777777778,0.009261728395061728,0.9196907352775806,0.6389123365572407,(0.9196907352775806  0.6389123365572407),[0.9  0.74  0.85  0.92  0.74  1.0  0.99  1.0  0.85],[0.         0.         0.         0.         0.         0.44444444 0.55555556],"at the time it was still, oh, about forty or fifty cents a pound,"
27895:52,0.3666666666666667,0.09424444444444444,0.19033956763649046,0.4258979565742361,(0.19033956763649046  0.4258979565742361),[0.25  0.07  0.71  0.13  0.68  0.17  0.13  0.96  0.2],[0.33333333 0.33333333 0.         0.         0.22222222 0. 0.11111111],"they went through the, uh, parent thing where you've got  to practice or you're not going out  to play  thing,"
38859:67,0.27,0.03431111111111111,0.6304785202697814,0.6143861560184519,(0.6304785202697814  0.6143861560184519),[0.41  0.05  0.54  0.09  0.02  0.23  0.22  0.35  0.52],[0.33333333 0.22222222 0.22222222 0.22222222 0.         0. 0.        ],"i would love  to do crafts and stuff if i just had the time to do it  or if i had the space."
154907:14,0.5399999999999999,0.10622222222222223,0.5836532455642289,0.4428626576424953,(0.5836532455642289  0.4428626576424953),[0.46  0.97  0.16  0.9  0.18  0.75  0.03  0.74  0.67],[0.11111111 0.22222222 0.         0.11111111 0.11111111 0.22222222 0.22222222],"mumblex is one or two timer a year if i do go on them"
116760:45,0.4888888888888888,0.1511432098765432,0.33191999157507496,0.35380327572617176,(0.33191999157507496  0.35380327572617176),[0.5  0.04  0.89  0.99  1.0  0.0  0.66  0.18  0.14  0.5  0.04  0.89  0.99  1.0  0.0  0.66  0.18  0.14],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0. 0.33333333],"because when you get married  , you won't have the money or the time."
1036:63,0.4488888888888889,0.15940987654320984,0.13883593662179175,0.17079731989053729,(0.13883593662179175  0.17079731989053729),[0.06  0.96  0.0  0.91  0.18  0.96  0.7  0.05  0.22],[0.22222222 0.22222222 0.         0.         0.11111111 0. 0.33333333],"and i guess that turns out  to be the basic problem with any invasion of privacy is whether or not you're feeling, threatened as a result of, of it."
127545:21,0.6644444444444445,0.06569135802469135,1.1908871416328373,0.23287109553396673,(1.1908871416328373  0.23287109553396673),[0.69  0.71  0.59  0.62  0.85  0.75  0.87  0.0  0.9],[0.         0.         0.         0.         0.44444444 0.22222222 0.22222222],"and i'd ride about two or three miles a day,"
17349:18,0.36333333333333334,0.10768888888888889,0.47334615734502195,0.7197022067340446,(0.47334615734502195  0.7197022067340446),[0.06  0.47  0.95  0.04  0.75  0.61  0.1  0.0  0.29],[0.33333333 0.         0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"they do kind of follow or, are similar."
162718:32,0.3877777777777778,0.14910617283950614,1.2548414105737766,0.7786999432735555,(1.2548414105737766  0.7786999432735555),[0.73  0.99  0.02  0.65  0.23  0.03  0.84  0.0  0.0],[0.22222222 0.11111111 0.         0.         0.11111111 0.22222222 0.11111111],"it was always my impression that the justice himself, or herself, had the final say."
46782:51,0.21000000000000002,0.06364444444444445,0.12071384483920423,0.3176552617084538,(0.12071384483920423  0.3176552617084538),[0.62  0.05  0.17  0.0  0.0  0.04  0.11  0.71  0.19],[0.33333333 0.22222222 0.         0.         0.22222222 0. 0.        ],"i mean it looks, i guess, kind of like, uh, the chevy aerostar or arrow,"
24733:51,0.4911111111111111,0.21098765432098768,0.071268120930612,0.08063400353481509,(0.071268120930612  0.08063400353481509),[0.01  0.32  0.99  0.08  0.01  0.99  1.0  1.0  0.02],[0.44444444 0.         0.11111111 0.         0.         0. 0.44444444],"and you got  to divide it two different categories whether you live in the city or whether you live in a more rural place like i do."
114774:25,0.39999999999999997,0.16671111111111112,1.378483288683901,0.7101040409768915,(1.378483288683901  0.7101040409768915),[0.71  0.08  0.05  0.0  0.0  0.08  0.95  0.76  0.97],[0.33333333 0.         0.         0.         0.11111111 0.11111111 0.22222222],"and just as we're preparing dinner or eating dinner the phone rings"
31385:27,0.528888888888889,0.08776543209876543,0.42186497914880766,0.4167192672559194,(0.42186497914880766  0.4167192672559194),[0.28  0.31  0.73  0.08  0.29  0.9  0.43  0.85  0.89],[0.11111111 0.11111111 0.22222222 0.11111111 0.         0.22222222 0.22222222],"otherwise, he might have been driving trucks or framing houses, you know, from here to eternity."
135677:7,0.37333333333333335,0.11315555555555555,0.31935301488485845,0.5665350023111619,(0.31935301488485845  0.5665350023111619),[0.81  0.16  0.12  0.65  0.02  0.42  0.97  0.02  0.19],[0.33333333 0.22222222 0.11111111 0.         0.11111111 0.11111111 0.11111111],"saturday or sunday they were saying ,"
69541:82,0.38333333333333336,0.09391111111111111,0.8646272861453335,0.7850287991241356,(0.8646272861453335  0.7850287991241356),[0.26  0.13  0.21  0.0  0.67  0.33  0.18  1.0  0.67],[0.11111111 0.33333333 0.11111111 0.         0.22222222 0. 0.11111111],"and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities start  affecting her co-workers then it, it's still a problem."
22485:34,0.5477777777777777,0.12335061728395062,0.4972824894570533,0.40475738884612067,(0.4972824894570533  0.40475738884612067),[0.82  0.37  0.28  0.88  0.92  0.02  0.99  0.56  0.09],[0.22222222 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.33333333],"i usually ended  snagging my, uh, fishing partners or the trees along the bank."
125370:17,0.4822222222222222,0.14550617283950615,1.4240021738486872,0.690652932132682,(1.4240021738486872  0.690652932132682),[0.94  0.0  0.11  0.97  0.54  0.09  0.94  0.6  0.15],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0. 0.33333333],"has that been the cutlass or the sierra."
27952:63,0.7166666666666668,0.09495555555555554,4.331223105177994,0.18790920747708154,(4.331223105177994  0.18790920747708154),[0.31  0.72  0.75  0.04  0.91  0.86  0.98  0.98  0.9],[0.11111111 0.         0.11111111 0.         0.         0.22222222 0.55555556],"if you were educated you got, you know, you might teach for a year or two before you got married ."
18697:70,0.3821052631578948,0.08442714681440443,0.8929736225312892,0.870927310949166,(0.8929736225312892  0.870927310949166),[0.37  0.37  0.86  0.07  0.42  0.74  0.01  0.83  0.06  0.68  0.49  0.21  0.04  0.02  0.37  0.37  0.86  0.07  0.42],[0.31578947 0.05263158 0.31578947 0.05263158 0.05263158 0.10526316 0.10526316],"uh, there's no way that i could begin  to process and keep up with the kinds of information or the magnitude of information that i need   to, to try  to do my job  without them."
11323:99,0.31555555555555553,0.09793580246913582,0.4647801222409573,0.6437192243940965,(0.4647801222409573  0.6437192243940965),[0.91  0.35  0.18  0.22  0.0  0.78  0.03  0.37  0.0],[0.11111111 0.22222222 0.22222222 0.         0.         0.11111111 0.11111111],"that's what i do  with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them."
108876:46,0.4633333333333333,0.15106666666666665,0.3096418377562671,0.3267535023911068,(0.3096418377562671  0.3267535023911068),[0.61  0.91  0.19  1.0  0.0  0.0  0.77  0.68  0.01],[0.11111111 0.11111111 0.         0.         0.22222222 0.11111111 0.22222222],"so i decided it had  to be in it,  informal or not."
75196:18,0.6122222222222223,0.13152839506172842,0.4425016448377384,0.2842019807098925,(0.4425016448377384  0.2842019807098925),[0.92  0.41  0.4  0.83  0.04  1.0  0.08  0.84  0.99],[0.22222222 0.         0.22222222 0.         0.         0.22222222 0.33333333],"she woke up about three or four o'clock in the morning, water dripping from hers."
26845:102,0.3866666666666666,0.14333333333333334,0.2553605582212787,0.3877445323164116,(0.2553605582212787  0.3877445323164116),[0.14  0.67  0.49  0.1  0.12  0.0  0.95  1.0  0.01],[0.44444444 0.         0.         0.11111111 0.11111111 0. 0.22222222],"and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was, you know, really interested in things like that."
51527:40,0.5111111111111112,0.112720987654321,0.8089002655179733,0.7149441290052341,(0.8089002655179733  0.7149441290052341),[0.72  0.55  0.68  0.18  0.41  1.0  0.13  0.0  0.93],[0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222],"and i want  to say her daughter was like six or seven, right around first, second grade."
162164:181,0.6655555555555556,0.09446913580246913,1.104628398749486,0.5485057193937989,(1.104628398749486  0.5485057193937989),[0.83  0.54  0.27  0.71  0.64  1.0  0.07  1.0  0.93],[0.11111111 0.11111111 0.         0.11111111 0.22222222 0.11111111 0.33333333],"but i think they're obliged  to have these things because hertz and avis and those folks have it  in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it."
110197:24,0.5112500000000001,0.1123484375,0.693024736799374,0.7063745315365567,(0.693024736799374  0.7063745315365567),[0.4  0.9  0.98  0.32  0.06  0.75  0.49  0.99  0.12  0.32  0.99  0.79  0.55  0.0  0.29  0.23],[0.125  0.0625 0.25   0.125  0.     0.125  0.25  ],"and that's just like a mile or two from our house."
35550:65,0.4655555555555556,0.1278469135802469,0.22038165922131492,0.21197853072888775,(0.22038165922131492  0.21197853072888775),[0.93  0.0  0.2  0.07  0.75  0.05  0.83  0.6  0.76],[0.22222222 0.11111111 0.         0.         0.11111111 0.33333333 0.11111111],"well, what you can do  is take your car payment and put it in the bank for three or four years."
52123:56,0.37666666666666665,0.12597777777777777,0.37670757489674567,0.6561118690423631,(0.37670757489674567  0.6561118690423631),[0.06  0.85  0.15  0.0  1.0  0.26  0.64  0.0  0.43],[0.11111111 0.22222222 0.         0.11111111 0.11111111 0.11111111 0.11111111],"now, i, i also liked, uh, oh, gone with the wind or some of the classic, like the lawrence of arabia."
69804:37,0.40222222222222226,0.13879506172839506,1.2052201343225333,0.952647616887422,(1.2052201343225333  0.952647616887422),[0.08  0.68  0.14  0.14  0.04  0.0  0.7  1.0  0.84],[0.44444444 0.         0.         0.         0.22222222 0.11111111 0.11111111],"so they have  to start  talking about it, or getting their act together about six months ahead to get in touch with everybody, because they're rather socially active too."
168755:23,0.6844444444444444,0.1410691358024691,0.329485533721832,0.13258557640414967,(0.329485533721832  0.13258557640414967),[0.0  0.04  0.86  0.85  1.0  0.84  0.99  1.0  0.58],[0.11111111 0.         0.         0.         0.11111111 0.22222222 0.44444444],"oh, i probably spend an hour or two."
43991:16,0.7500000000000001,0.07313333333333334,1.236250350642309,0.3260029861736423,(1.236250350642309  0.3260029861736423),[0.63  0.11  0.88  0.99  1.0  0.91  0.81  0.89  0.53  0.63  0.11  0.88  0.99  1.0  0.91  0.81  0.89  0.53],[0.11111111 0.         0.         0.11111111 0.11111111 0.11111111 0.55555556],"are you talking, outside or inside."
